4.048090411;5.140030278
3.797962595;4.953509926
4.02851123;4.931550145
3.961218351;5.002278649
4.320061552;5.335185353
3.879262442;5.131576634
4.064882126;5.028453123
4.063928549;5.019001083
3.988896192;5.088664845
4.126027876;5.152645056
4.060060529;4.953662086
4.064151775;5.13518102
4.043727988;5.087303726
4.065014583;5.013316002
4.026284663;4.963350195
4.079460521;4.967183177
3.90439732;4.901001467
3.736655219;4.959298767
4.029085926;4.966797104
4.122563227;4.953035811
3.990855158;4.980157127
4.028550719;5.034062274
3.922642788;4.959420783
3.985252772;5.032326081
4.097784654;5.11904893
3.922752543;4.96626889
3.89140607;4.875279065
3.999387377;5.09662574
3.931158988;4.989067552
3.979823118;5.060579366
3.902591128;4.953354679
4.049419519;5.094318462
4.138118511;5.074494017
3.866588107;4.886346763
3.905049243;5.101180589
3.944938894;5.019781977
3.982789565;5.047595441
3.931589805;4.877107626
3.87277883;4.967265509
3.984135084;4.979668031
4.126946959;5.081914895
4.017692758;5.109261287
3.928046377;5.008081585
4.074692556;5.021932379
4.019290119;4.935910615
3.897323982;4.95529485
4.064600365;5.195821007
3.940351485;4.982023597
3.992621474;4.874055633
3.960737674;4.866863381
4.075165472;4.981418656
4.008952575;4.970037254
4.027147725;4.975605877
4.043823831;5.068673345
4.153115898;5.064280499
3.80873969;4.85126959
4.1211586;4.992770246
4.085950327;5.050820762
4.128502052;4.940232821
3.982317333;4.914767811
4.260100145;5.182241498
4.123339003;4.994744306
3.958085748;4.961810396
4.098246085;5.031548878
4.062747776;4.901605631
3.968350694;4.932087162
3.858943732;4.961599004
4.025221421;5.014728164
3.880712218;5.011664982
4.031320999;4.996745903
4.002047325;4.984453616
3.843456247;4.90366197
3.925640319;4.900889715
3.896568292;4.914539031
3.820878814;4.97142263
4.04651559;5.021991122
3.99688998;4.947964692
4.091113982;5.037131578
3.936090479;5.05351438
3.979895866;4.952694466
3.973725879;4.933235375
3.899812679;5.109664587
4.148072206;5.093486334
3.887559916;4.889042953
3.984210309;5.042158701
3.880861903;4.793077214
3.870388798;4.956287476
4.035003731;5.04606858
3.988346986;5.005791012
3.957411579;5.033224823
3.878206344;4.967881768
